iter	MultiClass
400	0.2829527039
401	0.2820173881
402	0.2812777667
403	0.2802608501
404	0.2793252298
405	0.2787516652
406	0.2779266641
407	0.2770268675
408	0.2766605778
409	0.2761377668
410	0.2751346115
411	0.2744158976
412	0.2734976756
413	0.2722135269
414	0.2713110123
415	0.2709455317
416	0.2703568367
417	0.2692017299
418	0.2682645747
419	0.2678250385
420	0.2673922156
421	0.2666064897
422	0.2658181121
423	0.2645303504
424	0.2634162387
425	0.2623130101
426	0.2615428892
427	0.2607207769
428	0.2597539974
429	0.2587222492
430	0.257842315
431	0.2571726443
432	0.2563152792
433	0.2553797014
434	0.2547485711
435	0.2538439451
436	0.2529808472
437	0.2524664174
438	0.2517228978
439	0.2509959512
440	0.2501726025
441	0.2493509971
442	0.2483246582
443	0.247534611
444	0.2468704921
445	0.2459448086
446	0.2449543405
447	0.2441186338
448	0.2433816054
449	0.2426320449
450	0.241959277
451	0.2411286399
452	0.2404940255
453	0.2398551167
454	0.2392425872
455	0.2386125391
456	0.2379683798
457	0.2372130605
458	0.2362385612
459	0.2360178197
460	0.2350908892
461	0.2343677367
462	0.2335474566
463	0.2329956794
464	0.2321227285
465	0.2313956805
466	0.2308731672
467	0.2303300119
468	0.229527297
469	0.2290261581
470	0.2285257977
471	0.2276202613
472	0.2267755447
473	0.2264411609
474	0.2256760509
475	0.2248709432
476	0.2241203087
477	0.2233685262
478	0.2228248323
479	0.2221210652
480	0.2214013493
481	0.2207910177
482	0.2199913595
483	0.2192066624
484	0.2185150127
485	0.2178452338
486	0.2169262948
487	0.2164733654
488	0.2158393022
489	0.2152674551
490	0.2146412359
491	0.2140660196
492	0.2133668831
493	0.2128308523
494	0.2121001634
495	0.2112818221
496	0.2106765044
497	0.209951799
498	0.2093947535
499	0.2086581037
500	0.2082410652
501	0.2076014873
502	0.2070199006
503	0.2063484372
504	0.2059724122
505	0.2054240959
506	0.205051048
507	0.2043947337
508	0.2035803566
509	0.2029571815
510	0.2023326375
511	0.2019104358
512	0.2012639323
513	0.2006688148
514	0.2002009027
515	0.1997194446
516	0.1989498799
517	0.1984921626
518	0.1980965304
519	0.1975819429
520	0.1972754053
521	0.1967144137
522	0.1963031855
523	0.1960597564
524	0.1955411778
525	0.1951429249
526	0.1947483039
527	0.1942724237
528	0.1937349801
529	0.1934033634
530	0.1928120776
531	0.1921699721
532	0.191629768
533	0.1909050214
534	0.19056978
535	0.1900631051
536	0.1896544274
537	0.1891739539
538	0.1886809954
539	0.1881362713
540	0.1876687087
541	0.1874315384
542	0.1869998899
543	0.1863180049
544	0.1856697306
545	0.1849640602
546	0.1845102063
547	0.1840627384
548	0.1834541059
549	0.1831010627
550	0.1825736409
551	0.1819836174
552	0.1813944115
553	0.1808077844
554	0.1804471575
555	0.1799691942
556	0.1794263625
557	0.1788631803
558	0.1783385627
559	0.178229699
560	0.1779272974
561	0.1772498169
562	0.1768874589
563	0.176534306
564	0.1761417992
565	0.1758933157
566	0.1755058975
567	0.175026599
568	0.1747161101
569	0.1742044656
570	0.1737657482
571	0.17321012
572	0.1728437109
573	0.1724006512
574	0.1720003621
575	0.1715660761
576	0.1711720739
577	0.170706744
578	0.1704784324
579	0.1701373715
580	0.1697213003
581	0.1693283559
582	0.1690220888
583	0.1687551698
584	0.1683203835
585	0.1678790291
586	0.1673855578
587	0.1670848783
588	0.1666075126
589	0.1662410013
590	0.1659231109
591	0.1654823622
592	0.1650085703
593	0.1644756341
594	0.1642709327
595	0.1639795757
596	0.163562231
597	0.1631422117
598	0.1627413521
599	0.1624019733
600	0.1619243152
601	0.1615768334
602	0.1612928092
603	0.1609215948
604	0.1604359119
605	0.1600327591
606	0.1597608042
607	0.1593266682
608	0.1589638768
609	0.1584470502
610	0.1580787105
611	0.1577557918
612	0.1573476828
613	0.1569510382
614	0.1566629459
615	0.1561926482
616	0.1558416162
617	0.1554295866
618	0.1550603246
619	0.1546286971
620	0.1542755757
621	0.1538944887
622	0.1534589826
623	0.1532290194
624	0.1527768468
625	0.1522841772
626	0.1521418259
627	0.1517924492
628	0.1514192652
629	0.1510325185
630	0.150610664
631	0.1502014892
632	0.1498148953
633	0.149376306
634	0.148913202
635	0.1485942958
636	0.148217407
637	0.1479474039
638	0.1475971881
639	0.1472618068
640	0.1468566996
641	0.1465142588
642	0.1461998111
643	0.1458471016
644	0.1455167295
645	0.1452735815
646	0.1449811493
647	0.1445901152
648	0.1441709975
649	0.1438354862
650	0.1435993854
651	0.143219152
652	0.1430658647
653	0.1427829464
654	0.1426246383
655	0.1424358352
656	0.1420610255
657	0.1418118226
658	0.1413577841
659	0.1411179385
660	0.1408640857
661	0.1405265452
662	0.1402111327
663	0.1398851754
664	0.139622042
665	0.1394398202
666	0.1390260903
667	0.1387573049
668	0.1384562318
669	0.138225128
670	0.137938927
671	0.137723443
672	0.1374409594
673	0.1371586938
674	0.1368581891
675	0.136613535
676	0.1362191358
677	0.1359054981
678	0.1355866363
679	0.1352233008
680	0.13507567
681	0.1346866676
682	0.1345008042
683	0.1342902643
684	0.1340577851
685	0.1337403315
686	0.1336272428
687	0.1333013609
688	0.1329246498
689	0.1326527469
690	0.1325259477
691	0.1322051232
692	0.1318723192
693	0.1316270669
694	0.1312630272
695	0.1310384887
696	0.130774628
697	0.1306242425
698	0.1304499721
699	0.1301091365
700	0.1297770535
701	0.129518526
702	0.1292672373
703	0.1290494213
704	0.1287071799
705	0.1285045808
706	0.1282345597
707	0.1279671118
708	0.127758613
709	0.1276183152
710	0.1272450903
711	0.1270370606
712	0.126811236
713	0.1265351986
714	0.126259066
715	0.1259275395
716	0.1257103556
717	0.1254716491
718	0.125305662
719	0.1250400692
720	0.1248235054
721	0.1246013661
722	0.124469301
723	0.12420678
724	0.1239871646
725	0.123747297
726	0.1235386921
727	0.12329572
728	0.1231308011
729	0.1229307792
730	0.1226873163
731	0.1225137976
732	0.1222513085
733	0.1220349291
734	0.1218740753
735	0.1216240571
736	0.1213535305
737	0.1211204517
738	0.120852987
739	0.1206772175
740	0.1204145771
741	0.1202229024
742	0.1199616159
743	0.1197348549
744	0.1195764969
745	0.1194364568
746	0.1191121425
747	0.1188703196
748	0.1186887165
749	0.1185269992
750	0.118277078
751	0.1181179433
752	0.1179979592
753	0.1178115838
754	0.1176380512
755	0.117340929
756	0.1171056184
757	0.116819089
758	0.1165933824
759	0.1164048488
760	0.116233505
761	0.1160750862
762	0.1159553247
763	0.1156958618
764	0.1156083491
765	0.1153533187
766	0.1150787945
767	0.1147786126
768	0.1145987599
769	0.1144001514
770	0.114136128
771	0.1139211469
772	0.1137082173
773	0.113610353
774	0.1134065177
775	0.1130493962
776	0.1128567068
777	0.112613169
778	0.1124744406
779	0.1122452349
780	0.1120386497
781	0.1118326057
782	0.1116831783
783	0.1115464505
784	0.1113535355
785	0.1112280524
786	0.1110087752
787	0.1108341218
788	0.1106916937
789	0.1104112012
790	0.1102296408
791	0.1100275728
792	0.1098753584
793	0.1096550137
794	0.1094807223
795	0.109270544
796	0.1090674824
797	0.1088938906
798	0.1087136562
799	0.1085321328
800	0.1083380676
801	0.1081303568
802	0.1079221688
803	0.1077659683
804	0.1075918572
805	0.1073888648
806	0.1072166817
807	0.1071091036
808	0.1069046563
809	0.1067318958
810	0.1065440069
811	0.1063820674
812	0.1061508059
813	0.1060123885
814	0.10586055
815	0.1056883097
816	0.1054738989
817	0.1052803612
818	0.1052086921
819	0.1050291246
820	0.1048914345
821	0.10465108
822	0.1045187464
823	0.1042851299
824	0.1041004092
825	0.1038907695
826	0.1037390449
827	0.1035458312
828	0.1033426873
829	0.1032200383
830	0.1030203096
831	0.1028360522
832	0.102690798
833	0.1025435095
834	0.10239926
835	0.1022369287
836	0.1020664782
837	0.1019152974
838	0.1016880874
839	0.1015301748
840	0.1013342997
841	0.1012224698
842	0.1009600826
843	0.1007688402
844	0.1006060133
845	0.1004592325
846	0.1003459701
847	0.100143445
848	0.09996088916
849	0.0997814488
850	0.09961609579
851	0.09940542932
852	0.09923072782
853	0.0991054266
854	0.09894436385
855	0.09878756139
856	0.09860658343
857	0.09844418838
858	0.09830484841
859	0.09816367737
860	0.0979911247
861	0.097757541
862	0.09758241303
863	0.09740839673
864	0.09724510585
865	0.09712883585
866	0.09692105958
867	0.09676504596
868	0.09664162393
869	0.09649645162
870	0.0963700542
871	0.09627168597
872	0.09606833459
873	0.09592366452
874	0.09578588111
875	0.09563589757
876	0.09547593984
877	0.09542098966
878	0.09521011733
879	0.09507071635
880	0.09497347878
881	0.09476616746
882	0.09462037414
883	0.094448813
884	0.09431560209
885	0.09414441158
886	0.09395603753
887	0.09381577533
888	0.09366333433
889	0.09356042075
890	0.09337737279
891	0.0932406026
892	0.09309020302
893	0.0928912679
894	0.09277474826
895	0.09265287665
896	0.09250967112
897	0.0922994449
898	0.09217455408
899	0.0919623783
900	0.09175779324
901	0.09156336132
902	0.09146563881
903	0.09133186987
904	0.09118477807
905	0.09104669693
906	0.09086642688
907	0.09073299558
908	0.09057381505
909	0.09047150684
910	0.09036375749
911	0.09021849232
912	0.09008862532
913	0.0898956027
914	0.08974202606
915	0.0896629065
916	0.08953195296
917	0.08941000459
918	0.08923368584
919	0.08906592887
920	0.08892527991
921	0.08876810758
922	0.08861646284
923	0.08848518139
924	0.08834463101
925	0.08823922691
926	0.08807615287
927	0.08792448208
928	0.08777629055
929	0.08774281175
930	0.08763742633
931	0.08751642749
932	0.08736229616
933	0.08723830297
934	0.08710537018
935	0.08701601845
936	0.08693493499
937	0.08677276091
938	0.08663014073
939	0.08654909672
940	0.08644905622
941	0.08635802932
942	0.08620825951
943	0.08609640496
944	0.08593367748
945	0.08580587252
946	0.08569614356
947	0.08560434352
948	0.08553140042
949	0.08536835802
950	0.08529450291
951	0.08519644971
952	0.08506055214
953	0.08496162648
954	0.08481600199
955	0.08467612883
956	0.08462755937
957	0.08444862593
958	0.08438543146
959	0.08426671328
960	0.08423132542
961	0.0841169521
962	0.08398657071
963	0.0839067181
964	0.08373251279
965	0.08363209338
966	0.08346539053
967	0.08331279918
968	0.08322961389
969	0.08314938704
970	0.08304544956
971	0.08294997042
972	0.08278830713
973	0.08269124242
974	0.08261015952
975	0.08247619576
976	0.08234093165
977	0.08225009419
978	0.082156288
979	0.08203990718
980	0.08195258767
981	0.08185319715
982	0.08170048308
983	0.08159826544
984	0.08145494014
985	0.08135616254
986	0.08122849937
987	0.08112681714
988	0.08101619224
989	0.080924346
990	0.08083466267
991	0.08066649106
992	0.08058632776
993	0.08046488931
994	0.08032783934
995	0.08021717057
996	0.08012218781
997	0.08000718685
998	0.0798782099
999	0.0797597347
